"","Term","Estimate","Std..Error","t.value","Pr...t..","X2.5..","X97.5.."
"cycleyr2015-2016...125","cycleyr2015-2016",1.06693368847297,0.0738450564626797,0.87736167939233,0.38329152114827,0.920820187101425,1.23623212386541
"(Intercept)...126","(Intercept)",0.000459134064191034,0.438482075583672,-17.5290365095806,4.64981166341336e-28,0.000191645562774538,0.0010999685348759
"FOODSECMarginally Food Secure...127","FOODSECMarginally Food Secure",0.827442914242196,0.0636770189336294,-2.97462354696616,0.00395940357072682,0.728844854098697,0.939379310259773
"FOODSECLow Food Security...128","FOODSECLow Food Security",0.84428037771804,0.0790218965593729,-2.14207258791666,0.0354782079278622,0.721281920871833,0.988253463137028
"FOODSECVery Low Food Secure...129","FOODSECVery Low Food Secure",0.769922727106511,0.0969055898699009,-2.69814284117564,0.00863227425110198,0.634731168565876,0.93390877125897
"log_URXUCR_final...130","log_URXUCR_final",2.158350943813,0.0302090978244317,25.4673106310905,2.35166506576486e-38,2.03226622386179,2.29225814116333
"SEXFemale...131","SEXFemale",4.22399230749488,0.0399821755889241,36.0355759544791,1.12317834077495e-48,3.9005380352125,4.57426920406993
"AGEGROUP32-46...132","AGEGROUP32-46",1.14075882610952,0.0521640515304396,2.52460600821472,0.0137257673861376,1.02814328163944,1.26570948095066
"AGEGROUP47-63...133","AGEGROUP47-63",1.15913527833097,0.0584648222601445,2.5258654984139,0.0136806387242338,1.03167178236151,1.30234694448647
"AGEGROUP64-85...134","AGEGROUP64-85",1.36488570588474,0.0629178167137439,4.94407958549975,4.63523890327923e-06,1.20406605309295,1.54718504466024
"EDUCATHigh school graduate/GED or equivalent equivalent...135","EDUCATHigh school graduate/GED or equivalent equivalent",1.07488183545746,0.0660023548815091,1.09406300976487,0.2774758640503,0.942422276933387,1.22595888114607
"EDUCATSome college or AA degree...136","EDUCATSome college or AA degree",1.19715728517339,0.0566889742914206,3.1743353918371,0.00218890950983128,1.06928967239427,1.34031554072215
"EDUCATCollege or above...137","EDUCATCollege or above",1.25530807466471,0.0709202609609888,3.2061503609604,0.00198728205711755,1.08988187153018,1.4458432638264
"RACEETHNH Black...138","RACEETHNH Black",2.5514233095785,0.0527589687493824,17.7534054641017,2.16862660505247e-28,2.2968229089875,2.83424589644578
"RACEETHMexican-American...139","RACEETHMexican-American",2.02660834405367,0.067819086667965,10.4154105281462,3.72831622412287e-16,1.77044539283543,2.3198351086165
"RACEETHOther Hispanic...140","RACEETHOther Hispanic",1.68035055125338,0.076839301580793,6.7543876952477,2.81152639199894e-09,1.44180641542065,1.95836136176003
"RACEETHOther...141","RACEETHOther",1.17224636664012,0.0734310135002916,2.16423377442369,0.0336732455347696,1.01268719940792,1.35694570337651
"cycleyr2007-2008...142","cycleyr2007-2008",1.05250310647676,0.0943373078821884,0.542428433041727,0.589153275863318,0.872144680281803,1.27015942903568
"cycleyr2009-2010...143","cycleyr2009-2010",1.01223480270308,0.0772394270347535,0.157439832237306,0.875327023503138,0.867844823151424,1.18064804728872
"cycleyr2011-2012...144","cycleyr2011-2012",0.809759309425464,0.0789994857039837,-2.67113415296491,0.00929057607823138,0.691820925043276,0.947803276057583
"cycleyr2013-2014...145","cycleyr2013-2014",0.849314492986386,0.0927538405418398,-1.76085144035259,0.0823949125142553,0.705998761781482,1.02172290809199
"cycleyr2015-2016...146","cycleyr2015-2016",0.557641370111758,0.0893895005897225,-6.5336446144644,7.18356913063838e-09,0.466661232361087,0.666358968982246
"(Intercept)...147","(Intercept)",5.18822742254542e-05,0.486542191818946,-20.2788854268221,5.09259394747332e-31,1.966026101237e-05,0.000136914274795823
"FOODSECMarginally Food Secure...148","FOODSECMarginally Food Secure",0.827518181593135,0.0808341206695176,-2.34213224181121,0.0220238361800912,0.704305709650526,0.972285658747531
"FOODSECLow Food Security...149","FOODSECLow Food Security",0.837178701081066,0.103073765371995,-1.72418004475331,0.0890891693586625,0.681613926025791,1.02824803130161
"FOODSECVery Low Food Secure...150","FOODSECVery Low Food Secure",0.73392927001223,0.121989470494393,-2.53581408410285,0.0134535989311499,0.575426977267915,0.936091275974176
"log_URXUCR_final...151","log_URXUCR_final",2.11863773738467,0.0339601745086157,22.1074631182243,2.70481703893929e-33,1.97989115916228,2.26710738188741
"SEXFemale...152","SEXFemale",8.14946812154624,0.0540593588100545,38.8083157133747,4.47265909687374e-49,7.3165190299744,9.07724430046768
"AGEGROUP32-46...153","AGEGROUP32-46",1.0090434351367,0.0617306146127328,0.145839924140737,0.884466916908831,0.892155315928103,1.14124596448017
"AGEGROUP47-63...154","AGEGROUP47-63",0.904259902403442,0.0707086921569038,-1.4232826853725,0.159096079912586,0.785321181072536,1.04121217000405
"AGEGROUP64-85...155","AGEGROUP64-85",1.0696577140075,0.0744034859907663,0.905047699706104,0.368544648165221,0.922143553266581,1.24076953212185
"EDUCATHigh school graduate/GED or equivalent equivalent...156","EDUCATHigh school graduate/GED or equivalent equivalent",1.09116056508319,0.0789786920510777,1.1046253888446,0.273104471611294,0.932136359941585,1.27731459683353
"EDUCATSome college or AA degree...157","EDUCATSome college or AA degree",1.24420398888697,0.0648627351938778,3.36858996812109,0.00123152065315796,1.09322420127319,1.41603484825836
"EDUCATCollege or above...158","EDUCATCollege or above",1.17837947210261,0.0754659800396881,2.17502198718524,0.0330088690915849,1.01372129927441,1.36978297808946
"RACEETHNH Black...159","RACEETHNH Black",2.91075058192054,0.0547194569037431,19.5252482446157,4.87155549451351e-30,2.60980750116407,3.24639612169547
"RACEETHMexican-American...160","RACEETHMexican-American",2.19484408563528,0.0752684888151477,10.4440918740065,6.36157542346814e-16,1.88889640336316,2.55034662127099
"RACEETHOther Hispanic...161","RACEETHOther Hispanic",1.90996436022262,0.0940184731130633,6.88252596420041,2.04362795314258e-09,1.58339400936182,2.30388888410087
"RACEETHOther...162","RACEETHOther",0.985888143080453,0.109401583918515,-0.129910148075607,0.89701010405681,0.792623495553003,1.22627632932896
"PIRCAT1-1.99...163","PIRCAT1-1.99",1.23432807770516,0.0782646022163291,2.68993580015364,0.00892834741442341,1.05594165011893,1.44285037268841
"PIRCAT2-2.99...164","PIRCAT2-2.99",1.15650355665463,0.0881635537504918,1.64922206353896,0.103583162420049,0.97002310763891,1.37883362367559
"PIRCAT3-3.99...165","PIRCAT3-3.99",1.3459799302193,0.0986180133862367,3.01286053353832,0.00360052213123631,1.10565165551245,1.63854679140645
"PIRCAT4+...166","PIRCAT4+",1.61726072278192,0.0825674000288274,5.82231977764084,1.60818351031534e-07,1.37171025052477,1.90676729611992
"cycleyr2007-2008...167","cycleyr2007-2008",0.951662410828714,0.100745117202748,-0.491784802376729,0.624410148071775,0.778431159958125,1.16344436190483
"cycleyr2009-2010...168","cycleyr2009-2010",0.903455011303042,0.102944888281137,-0.986245802811027,0.327409276149037,0.735763848582665,1.10936540171268
"cycleyr2011-2012...169","cycleyr2011-2012",0.781321202800201,0.101051745651849,-2.44200573585749,0.0171350510121971,0.638706466344618,0.95577993039415
"cycleyr2013-2014...170","cycleyr2013-2014",0.733975291427089,0.100448018774613,-3.07900461963387,0.00296587533990221,0.60072551037122,0.896781839833266
"cycleyr2015-2016...171","cycleyr2015-2016",0.531691310055284,0.109163420993173,-5.78666550165949,1.85641817866952e-07,0.427666419754928,0.661019046925175
