SEQN,RIAGENDR,RIDAGEYR,RIDRETH1,DMDEDUC2,INDFMPIR
29730,2,6,1,NA,0.7
29731,2,63,3,4,5
29732,2,31,1,2,0.91
29733,1,66,4,1,0.95
29734,2,73,3,3,2.16
29735,2,24,3,3,0.58
29736,2,0,5,NA,3.48
29737,2,19,3,NA,1.98
29738,1,4,3,NA,0.97
29739,1,82,2,1,0.96
29740,1,70,3,1,1.2
29741,2,73,3,3,NA
29742,2,80,3,3,0.99
29743,2,44,3,1,0
29744,2,6,4,NA,3.71
29745,1,12,3,NA,4.35
29746,1,18,1,NA,1.31
29747,1,54,3,1,1.17
29748,1,14,4,NA,0.18
29749,1,3,5,NA,0.79
29750,1,85,3,2,NA
29751,1,31,4,3,1.4
29752,2,8,4,NA,4.64
29753,2,15,3,NA,2.65
29754,1,82,3,3,1.92
29755,1,22,5,4,NA
29756,2,7,4,NA,5
29757,2,13,4,NA,1.09
29758,2,52,3,3,1.12
29759,2,64,3,5,5
29760,1,12,1,NA,1.21
29761,1,14,4,NA,2.13
29762,1,61,1,3,1.3
29763,2,1,1,NA,NA
29764,2,20,5,2,NA
29765,1,60,3,4,5
29766,2,70,3,3,NA
29767,1,20,1,2,0.78
29768,1,2,4,NA,1.31
29769,2,4,1,NA,3.8
29770,2,62,1,2,3.04
29771,1,43,3,4,4.08
29772,1,24,3,3,3.34
29773,1,12,3,NA,5
29774,1,11,3,NA,3.8
29775,1,68,3,4,NA
29776,1,81,3,5,5
29777,2,61,5,2,1.16
29778,2,52,1,4,5
29779,1,0,3,NA,3.04
29780,1,85,3,4,3.22
29781,2,32,3,5,5
29782,2,1,4,NA,0
29783,2,12,1,NA,0.2
29784,1,0,3,NA,0
29785,2,77,4,1,2.97
29786,1,25,3,2,2.1
29787,1,8,1,NA,0.68
29788,1,33,3,3,4
29789,2,9,5,NA,2.23
29790,2,15,4,NA,0.43
29791,1,14,2,NA,2.88
29792,2,18,4,NA,4.8
29793,1,40,3,5,NA
29794,2,60,3,5,5
29795,1,12,4,NA,0.13
29796,2,18,4,NA,0.52
29797,2,3,4,NA,1.67
29798,1,53,1,3,3.23
29799,1,10,3,NA,3.28
29800,1,73,3,3,1.24
29801,2,18,1,NA,2.27
29802,1,28,3,4,1.82
29803,1,75,3,2,1.6
29804,1,6,3,NA,5
29805,1,67,4,1,1.08
29806,1,71,1,1,NA
29807,1,19,2,NA,1.22
29808,1,57,3,4,1.04
29809,2,73,3,3,2.15
29810,1,16,4,NA,0.45
29811,2,10,1,NA,0.81
29812,2,79,1,2,5
29813,1,11,1,NA,0.96
29814,1,41,1,3,3.32
29815,2,1,3,NA,0.8
29816,1,12,1,NA,1.62
29817,1,52,3,4,2.48
29818,1,1,3,NA,1.55
29819,1,18,4,NA,1.59
29820,2,3,5,NA,0.5
29821,1,9,3,NA,4.62
29822,1,1,3,NA,4.47
29823,2,50,3,4,3.34
29824,1,16,1,NA,1.09
29825,2,4,2,NA,0.32
29826,2,30,1,4,3.93
29827,1,33,3,2,1.18
29828,2,54,3,4,5
29829,2,19,1,NA,0.77
29830,2,18,1,NA,1.01
29831,2,12,1,NA,2.04
29832,2,31,5,3,1.44
29833,2,1,3,NA,0.72
29834,2,2,1,NA,0.96
29835,1,12,3,NA,2.72
29836,1,12,3,NA,0.77
29837,2,0,5,NA,3.61
29838,1,61,1,4,0.35
29839,2,27,3,2,0.09
29840,2,26,4,2,0.64
29841,1,48,3,5,5
29842,1,60,1,2,3.9
29843,2,26,4,4,1.16
29844,1,28,3,2,0.68
29845,2,2,1,NA,1.43
29846,1,41,4,3,5
29847,2,31,4,5,5
29848,2,28,1,3,0
29849,1,47,1,2,1.61
29850,1,19,4,NA,1.73
29851,1,17,4,NA,3.45
29852,2,85,3,2,1.2
29853,1,42,3,4,0
29854,1,49,4,1,3.91
29855,1,16,4,NA,2.16
29856,2,48,4,5,1.61
29857,1,1,4,NA,0.38
29858,1,16,4,NA,0.53
29859,2,29,2,3,1.07
29860,1,4,4,NA,0.07
29861,1,48,3,3,2.16
29862,2,77,3,5,3.51
29863,1,14,5,NA,0.41
29864,1,50,3,5,3.98
29865,1,46,5,1,1.67
29866,2,39,4,4,1.53
29867,2,24,3,5,3.34
29868,1,17,2,NA,1.3
29869,2,5,3,NA,1.98
29870,2,4,4,NA,0.3
29871,1,40,3,3,0.56
29872,2,12,1,NA,1.13
29873,2,8,4,NA,NA
29874,2,17,1,NA,1.24
29875,1,14,4,NA,4.13
29876,2,16,4,NA,0.19
29877,1,27,1,2,0.68
29878,1,69,1,1,1.19
29879,1,40,3,3,2.12
29880,1,14,4,NA,1.86
29881,1,44,1,1,2.4
29882,1,13,4,NA,0
29883,2,22,4,4,1.72
29884,1,39,3,4,2.49
29885,1,48,3,5,4.24
29886,2,46,3,3,0.97
29887,2,15,4,NA,0.53
29888,2,6,4,NA,4.4
29889,1,23,4,2,2.39
29890,2,18,1,NA,0.8
29891,1,6,3,NA,5
29892,1,20,3,4,3.93
29893,1,59,1,1,1.36
29894,1,11,5,NA,NA
29895,1,24,2,1,1.34
29896,2,61,2,5,0.99
29897,1,36,2,3,1.13
29898,1,10,3,NA,2.92
29899,2,66,3,3,1.85
29900,2,24,3,5,2.15
29901,1,13,4,NA,NA
29902,2,47,4,3,3.13
29903,2,57,3,5,5
29904,1,33,3,4,1.63
29905,2,2,5,NA,2.99
29906,2,2,3,NA,3.53
29907,1,68,5,1,0.4
29908,1,27,4,3,1.92
29909,2,25,4,4,0.12
29910,1,58,3,5,5
29911,2,9,1,NA,1.36
29912,1,2,4,NA,2.27
29913,1,70,3,3,1.12
29914,1,12,4,NA,5
29915,2,45,3,2,5
29916,2,84,3,3,NA
29917,2,85,3,3,1.87
29918,2,20,4,4,1.09
29919,1,18,3,NA,0.19
29920,1,78,1,1,0.99
29921,2,16,4,NA,2.16
29922,2,69,1,4,2.29
29923,2,1,1,NA,0.58
29924,1,75,3,1,0.96
29925,1,2,1,NA,0.69
29926,2,50,1,1,3.06
29927,1,13,1,NA,4.46
29928,1,37,3,2,1.33
29929,2,1,3,NA,4.91
29930,2,51,1,1,0
29931,1,10,3,NA,0.56
29932,2,76,1,1,0.4
29933,2,33,3,4,5
29934,2,69,1,1,0.99
29935,1,17,1,NA,5
29936,2,17,3,NA,0.62
29937,1,3,1,NA,1.54
29938,2,78,1,4,2.2
29939,1,30,3,5,5
29940,2,85,3,1,3.52
29941,1,6,4,NA,0.58
29942,2,7,4,NA,2.45
29943,1,60,4,2,NA
29944,2,18,1,NA,3.26
29945,2,64,4,5,5
29946,2,3,1,NA,1.86
29947,2,15,5,NA,3.18
29948,1,11,1,NA,1.12
29949,2,11,1,NA,2.18
29950,2,10,4,NA,0.29
29951,2,52,3,5,5
29952,1,65,1,1,NA
29953,1,32,3,3,NA
29954,1,49,5,1,0.95
29955,2,31,5,5,1.59
29956,1,27,3,5,2.15
29957,1,15,4,NA,0.48
29958,1,0,3,NA,0
29959,1,61,3,5,4.13
29960,1,55,4,7,NA
29961,2,59,3,3,0.38
29962,2,31,4,2,5
29963,1,3,4,NA,1.28
29964,1,9,1,NA,1.44
29965,1,15,3,NA,2.07
29966,2,43,1,4,1.18
29967,1,76,1,1,1.18
29968,2,11,1,NA,2.23
29969,2,85,3,4,0.75
29970,2,0,4,NA,0.46
29971,2,0,3,NA,3.25
29972,2,21,1,3,NA
29973,1,42,1,1,0.67
29974,2,24,1,3,3.14
29975,1,35,3,5,5
29976,1,60,4,2,1.67
29977,2,15,4,NA,0.45
29978,2,84,3,1,1.5
29979,2,5,3,NA,3.71
29980,1,19,3,NA,5
29981,2,69,3,3,3.44
29982,2,21,3,4,5
29983,2,54,5,5,2.62
29984,1,49,1,4,2.06
29985,1,47,3,4,5
29986,2,13,2,NA,1.12
29987,2,27,3,2,0.52
29988,1,43,1,1,1.11
29989,2,63,4,3,4.96
29990,2,12,1,NA,5
29991,2,39,3,4,2.63
29992,1,60,4,2,5
29993,1,44,3,4,1.34
29994,1,34,4,5,5
29995,2,59,1,3,2.4
29996,2,20,1,3,NA
29997,1,17,4,NA,1.09
29998,1,9,5,NA,2.03
29999,1,85,1,5,1.6
30000,1,54,3,4,5
30001,1,19,1,NA,0.79
30002,1,53,4,4,5
30003,2,50,1,1,0.33
30004,2,7,1,NA,0.91
30005,2,50,1,5,5
30006,1,83,3,1,1.4
30007,1,19,5,NA,0.8
30008,1,19,3,NA,0.21
30009,1,14,4,NA,1.04
30010,2,27,3,4,1.45
30011,2,22,4,4,1.65
30012,2,70,3,3,1.98
30013,1,52,3,4,4.3
30014,2,2,3,NA,0.99
30015,1,0,4,NA,1.08
30016,1,2,1,NA,5
30017,2,2,4,NA,NA
30018,1,53,3,3,2.96
30019,1,44,3,4,0.45
30020,1,43,4,4,2.45
30021,2,41,3,4,4.62
30022,1,31,3,5,5
30023,1,6,4,NA,3.86
30024,1,9,3,NA,0.67
30025,1,3,3,NA,NA
30026,2,17,5,NA,0.44
30027,2,15,4,NA,3.63
30028,1,21,1,4,3.19
30029,2,24,3,5,5
30030,2,35,3,3,1.33
30031,2,63,1,3,5
30032,2,11,4,NA,3.4
30033,1,73,1,4,1.82
30034,2,3,4,NA,0.41
30035,2,38,3,3,0.77
30036,1,50,4,5,5
30037,1,16,1,NA,0.65
30038,1,12,4,NA,0.66
30039,2,34,4,2,1.76
30040,2,65,5,3,4.45
30041,2,41,3,5,5
30042,1,19,3,NA,1.79
30043,1,12,3,NA,2.29
30044,1,85,3,3,2.26
30045,1,0,3,NA,4.21
30046,2,16,5,NA,2.03
30047,1,24,4,2,4.24
30048,2,18,4,NA,0
30049,2,51,3,4,4.4
30050,1,10,4,NA,0.43
30051,2,79,3,3,2.8
30052,2,71,3,3,1.98
30053,2,50,3,5,5
30054,1,85,3,2,1.2
30055,1,42,3,2,3.25
30056,1,18,4,NA,3.4
30057,2,74,4,1,NA
30058,1,22,1,2,1.6
30059,2,65,3,2,NA
30060,2,84,3,4,3.35
30061,2,53,4,2,2.32
30062,2,36,3,5,NA
30063,2,33,3,4,1.21
30064,2,1,1,NA,0.69
30065,1,19,4,NA,1.04
30066,1,5,1,NA,1.44
30067,2,1,4,NA,0.26
30068,2,48,3,4,5
30069,1,34,3,5,5
30070,1,27,1,2,0.58
30071,1,47,3,3,3.9
30072,2,60,1,4,0.59
30073,1,4,1,NA,0.91
30074,2,16,1,NA,0.37
30075,2,7,3,NA,2.27
30076,1,11,1,NA,0.8
30077,2,3,1,NA,0.99
30078,2,82,3,5,2.36
30079,2,65,1,1,0.74
30080,2,30,3,4,0
30081,1,70,1,1,1.38
30082,1,82,3,5,2.9
30083,1,33,3,3,5
30084,1,47,4,3,2.15
30085,2,10,3,NA,4.26
30086,2,64,3,4,4.45
30087,2,71,1,1,1.19
30088,1,6,3,NA,1.38
30089,2,1,3,NA,5
30090,2,85,3,5,3.87
30091,2,28,3,5,5
30092,2,36,3,5,5
30093,2,13,3,NA,5
30094,2,15,3,NA,5
30095,2,2,4,NA,0.37
30096,1,47,3,3,3.93
30097,2,72,3,4,4.13
30098,1,20,1,1,2.58
30099,1,19,3,NA,3.98
30100,2,5,3,NA,5
30101,2,80,3,4,1.52
30102,2,7,1,NA,0.45
30103,2,31,3,4,5
30104,1,18,3,NA,1.45
30105,1,1,1,NA,1.41
30106,1,17,3,NA,4.11
30107,2,13,1,NA,0.83
30108,1,66,3,4,0.86
30109,2,6,1,NA,0.59
30110,1,4,5,NA,0.29
30111,1,1,3,NA,0.33
30112,2,28,1,4,3.97
30113,1,45,1,2,1.83
30114,2,31,5,2,1.59
30115,1,60,3,5,5
30116,2,3,1,NA,1.11
30117,1,1,3,NA,5
30118,1,82,3,1,0.79
30119,2,46,3,4,0.14
30120,2,41,3,2,1.28
30121,2,16,4,NA,1.39
30122,2,50,3,2,5
30123,2,12,4,NA,2.58
30124,1,5,5,NA,1.21
30125,1,51,3,3,5
30126,1,5,4,NA,1.11
30127,1,1,4,NA,0.32
30128,2,41,3,4,4.13
30129,1,2,3,NA,1.24
30130,2,39,3,4,2.79
30131,2,26,3,3,2.48
30132,2,7,1,NA,1.82
30133,2,16,1,NA,1.2
30134,1,2,2,NA,0.03
30135,2,76,3,3,1.2
30136,1,68,3,3,2.31
30137,1,4,5,NA,0.97
30138,2,9,1,NA,0.54
30139,1,1,3,NA,3.19
30140,1,15,1,NA,0.59
30141,2,73,3,5,5
30142,1,15,3,NA,3.51
30143,2,43,2,2,0.99
30144,1,14,1,NA,1.97
30145,1,40,1,1,2.23
30146,2,6,1,NA,0.82
30147,2,23,3,3,5
30148,2,57,2,1,1.85
30149,1,0,1,NA,0.16
30150,1,9,3,NA,3.26
30151,1,7,3,NA,5
30152,2,21,3,2,0.25
30153,1,1,3,NA,2.5
30154,2,29,1,1,0.83
30155,2,48,4,5,5
30156,2,71,4,2,1.09
30157,1,14,4,NA,NA
30158,2,9,4,NA,4.08
30159,2,4,4,NA,0.33
30160,1,29,1,1,0
30161,2,42,3,2,0.52
30162,1,0,3,NA,1.91
30163,1,33,1,3,3.3
30164,2,15,4,NA,2.92
30165,1,51,4,3,2.32
30166,2,8,1,NA,5
30167,1,69,3,5,1.98
30168,2,17,3,NA,2.28
30169,1,14,4,NA,5
30170,2,74,3,2,4.3
30171,2,2,3,NA,1.27
30172,1,1,2,NA,NA
30173,2,14,1,NA,1.82
30174,2,13,4,NA,2.39
30175,2,42,3,2,3.65
30176,1,18,4,NA,NA
30177,1,2,4,NA,1.82
30178,1,3,4,NA,0.29
30179,2,52,3,3,5
30180,1,16,4,NA,3.2
30181,2,18,3,NA,1.27
30182,1,2,3,NA,5
30183,2,66,1,3,4
30184,1,5,4,NA,2.8
30185,1,17,3,NA,2.35
30186,1,80,4,3,NA
30187,2,26,3,5,4.83
30188,1,77,3,2,2.47
30189,2,81,3,4,1.4
30190,1,53,3,3,2.23
30191,1,41,4,3,0.7
30192,2,0,3,NA,0.04
30193,2,14,1,NA,1.06
30194,2,66,4,1,0.54
30195,2,52,4,4,5
30196,1,8,4,NA,2.19
30197,2,85,3,1,0.97
30198,1,15,4,NA,0.19
30199,1,52,3,4,5
30200,2,12,3,NA,3.93
30201,1,26,4,4,1.07
30202,2,33,3,5,0.46
30203,1,52,4,4,5
30204,1,7,1,NA,0.76
30205,2,10,4,NA,0.28
30206,2,5,3,NA,2.18
30207,1,19,2,NA,5
30208,1,10,5,NA,0.95
30209,1,8,2,NA,0.66
30210,1,16,3,NA,5
30211,1,0,3,NA,1.6
30212,2,77,3,3,1.07
30213,2,20,5,4,0.45
30214,2,5,1,NA,3.3
30215,1,71,3,2,3.34
30216,1,57,3,5,3.3
30217,1,36,3,2,0.95
30218,2,7,4,NA,1.39
30219,1,6,3,NA,0.91
30220,2,9,3,NA,0.69
30221,1,14,3,NA,0.51
30222,2,4,1,NA,3.28
30223,1,19,4,NA,0.45
30224,1,75,1,1,1.28
30225,2,43,1,2,0.65
30226,1,7,1,NA,3.53
30227,1,13,3,NA,4.05
30228,2,51,3,3,5
30229,2,13,3,NA,2.27
30230,2,71,3,3,0.64
30231,2,48,3,4,1.18
30232,2,1,1,NA,0.64
30233,1,49,3,3,3.6
30234,2,73,3,3,1.67
30235,1,5,4,NA,0.49
30236,1,57,4,1,0.23
30237,1,8,1,NA,1.42
30238,1,15,3,NA,3.01
30239,1,12,4,NA,1.41
30240,2,24,3,3,3.84
30241,2,44,4,2,2.15
30242,2,0,1,NA,1.72
30243,2,7,3,NA,1.9
30244,1,45,4,2,2.69
30245,1,16,4,NA,3.53
30246,2,0,1,NA,0.46
30247,2,10,1,NA,0.57
30248,1,15,1,NA,1.32
30249,1,68,3,5,4
30250,1,12,1,NA,NA
30251,1,64,4,2,2.55
30252,1,46,1,2,NA
30253,1,76,4,5,2.06
30254,1,1,1,NA,1.11
30255,2,16,4,NA,2.65
30256,1,61,3,5,5
30257,1,41,3,3,5
30258,2,41,3,4,2.27
30259,2,0,1,NA,1.36
30260,2,16,5,NA,1.6
30261,2,34,3,2,2.88
30262,1,19,3,NA,NA
30263,1,77,3,3,1.36
30264,1,78,3,1,NA
30265,1,14,3,NA,5
30266,1,10,3,NA,5
30267,1,42,3,4,3.98
30268,1,2,3,NA,0.41
30269,2,18,4,NA,5
30270,1,80,1,1,0.38
30271,2,31,5,5,NA
30272,1,25,3,4,5
30273,2,15,1,NA,2.39
30274,2,3,3,NA,5
30275,2,64,4,3,0.67
30276,1,11,4,NA,0.58
30277,1,1,5,NA,1.77
30278,1,12,1,NA,0.91
30279,2,37,1,2,1.86
30280,1,67,3,3,5
30281,2,67,3,3,2.64
30282,2,3,1,NA,1.12
30283,1,0,4,NA,0.89
30284,1,8,2,NA,NA
30285,1,85,3,4,1.34
30286,1,76,3,3,1.68
30287,2,76,1,1,0.99
30288,2,2,4,NA,5
30289,1,83,3,1,0.8
30290,1,42,3,3,5
30291,2,70,2,5,NA
30292,1,18,1,NA,0.66
30293,1,8,5,NA,1.39
30294,1,78,3,3,1.65
30295,2,81,1,1,4.8
30296,2,49,3,2,3.26
30297,1,64,3,4,2.89
30298,2,36,3,5,3.51
30299,2,5,1,NA,0.33
30300,2,8,1,NA,1.11
30301,2,30,3,4,4.13
30302,2,53,4,2,3.19
30303,1,38,4,3,2.23
30304,2,26,5,2,2.08
30305,2,43,4,2,2.23
30306,1,7,4,NA,0.33
30307,2,19,1,NA,1.41
30308,2,77,3,5,0.75
30309,1,44,1,4,1.11
30310,2,85,3,4,2.23
30311,1,29,1,1,1.57
30312,1,4,3,NA,1.28
30313,2,18,3,NA,0.21
30314,1,39,3,5,5
30315,1,35,3,5,5
30316,1,20,1,3,2.18
30317,2,7,1,NA,0.64
30318,1,44,3,4,3.26
30319,1,24,4,3,0.39
30320,2,27,3,3,1.96
30321,2,20,3,3,1.09
30322,2,80,3,4,1.52
30323,2,5,3,NA,1.23
30324,1,34,3,2,1.39
30325,2,13,4,NA,1.03
30326,2,6,1,NA,2.06
30327,2,41,4,2,NA
30328,2,50,3,3,1.34
30329,1,57,3,2,4.64
30330,2,17,4,NA,3.45
30331,2,47,1,3,0.8
30332,1,68,1,1,0.76
30333,2,23,3,4,NA
30334,1,15,4,NA,0.29
30335,2,13,1,NA,0.68
30336,2,48,3,3,5
30337,2,14,1,NA,0.26
30338,2,8,1,NA,1.34
30339,2,56,3,5,4.79
30340,1,50,3,2,1.56
30341,1,10,1,NA,0.59
30342,1,1,1,NA,0.21
30343,1,21,3,2,0.96
30344,1,13,4,NA,2.81
30345,1,25,4,3,NA
30346,2,20,3,4,NA
30347,1,19,3,NA,1.07
30348,2,52,2,2,1.11
30349,1,55,3,3,5
30350,2,17,1,NA,1.42
30351,2,61,3,4,3.76
30352,1,48,3,3,5
30353,2,0,3,NA,NA
30354,1,71,4,4,1.98
30355,1,14,4,NA,4.54
30356,2,19,1,NA,1.31
30357,2,5,1,NA,1.39
30358,2,75,1,2,4.74
30359,2,1,3,NA,4.5
30360,2,33,3,4,5
30361,2,17,3,NA,0.27
30362,2,18,3,NA,0.33
30363,2,44,3,5,1.11
30364,1,17,1,NA,0.8
30365,2,1,4,NA,0.65
30366,1,0,1,NA,1.6
30367,1,82,3,4,3.2
30368,1,16,1,NA,0.93
30369,1,18,1,NA,0
30370,2,78,1,2,3.28
30371,2,83,3,4,2.32
30372,1,33,3,3,5
30373,1,25,3,3,3.56
30374,2,73,3,3,4.13
30375,2,26,3,4,5
30376,1,22,3,3,5
30377,2,5,4,NA,4.08
30378,2,1,4,NA,3.41
30379,1,23,1,2,2.58
30380,1,72,3,1,0.93
30381,2,4,5,NA,2.75
30382,1,48,4,4,2.34
30383,1,13,3,NA,3.48
30384,1,15,4,NA,3.87
30385,1,17,2,NA,1.95
30386,2,35,1,2,3.34
30387,2,43,3,3,4.95
30388,1,80,1,1,2.69
30389,1,17,2,NA,4.13
30390,2,29,3,5,2.06
30391,1,1,1,NA,1.03
30392,2,85,1,1,5
30393,2,66,2,2,0.33
30394,2,9,4,NA,2.59
30395,1,50,3,5,4.11
30396,2,61,5,3,NA
30397,2,17,1,NA,NA
30398,2,13,3,NA,0.93
30399,2,1,5,NA,0.33
30400,1,16,4,NA,0.4
30401,2,13,3,NA,2.12
30402,1,13,5,NA,1.82
30403,2,35,2,4,1.92
30404,2,7,3,NA,3.45
30405,1,45,4,3,2.8
30406,2,10,2,NA,0.35
30407,2,11,3,NA,5
30408,2,19,4,NA,0.48
30409,2,23,2,2,1.91
30410,1,44,4,4,5
30411,2,6,5,NA,0.7
30412,1,39,3,4,5
30413,2,29,1,2,1.54
30414,2,4,4,NA,0.66
30415,2,46,4,4,5
30416,2,6,4,NA,0.63
30417,2,76,3,2,1.57
30418,1,60,1,3,2.31
30419,2,75,4,4,1.31
30420,2,2,4,NA,1.6
30421,2,33,5,3,4.35
30422,2,76,3,5,2.78
30423,1,75,4,1,2.6
30424,2,15,1,NA,1.86
30425,1,36,2,4,5
30426,2,36,1,4,0.74
30427,1,4,1,NA,0.92
30428,1,21,4,4,1.86
30429,1,13,3,NA,2.18
30430,1,5,1,NA,3.25
30431,1,15,1,NA,1.52
30432,1,45,1,4,1.7
30433,2,2,3,NA,0.91
30434,1,29,4,4,0.11
30435,1,10,3,NA,0.98
30436,1,3,4,NA,3.6
30437,2,18,4,NA,1.9
30438,1,17,4,NA,0.18
30439,2,8,4,NA,3.67
30440,1,13,4,NA,5
30441,2,85,2,1,5
30442,2,16,1,NA,2.09
30443,1,9,2,NA,1.95
30444,2,0,1,NA,0.88
30445,2,57,3,5,4.8
30446,2,5,3,NA,4.54
30447,1,10,4,NA,NA
30448,1,21,5,3,1.46
30449,2,76,4,4,1.4
30450,2,42,1,1,0.96
30451,1,44,4,4,3.45
30452,2,2,3,NA,5
30453,2,0,4,NA,0.77
30454,1,14,2,NA,2.99
30455,2,63,3,5,2.72
30456,2,33,3,5,4.3
30457,1,1,4,NA,0.63
30458,1,0,5,NA,1.54
30459,1,19,4,NA,0.39
30460,2,7,3,NA,2.55
30461,1,69,1,1,0.96
30462,2,49,3,2,4
30463,1,6,1,NA,3.41
30464,2,35,3,5,1.29
30465,1,31,3,5,4.13
30466,1,77,3,1,1.92
30467,1,74,1,1,0
30468,2,52,3,3,2.23
30469,1,50,4,2,0.14
30470,1,80,3,3,1.29
30471,1,2,4,NA,0.94
30472,1,1,3,NA,4.24
30473,1,27,4,3,1.08
30474,1,16,3,NA,2.27
30475,2,12,5,NA,2.75
30476,2,43,3,2,NA
30477,2,44,2,2,1.31
30478,2,1,3,NA,1.2
30479,2,1,1,NA,1.61
30480,1,10,4,NA,1.21
30481,1,1,3,NA,0.46
30482,1,1,3,NA,3.19
30483,1,67,1,3,2.42
30484,2,2,3,NA,0.93
30485,1,18,4,NA,1.24
30486,2,7,4,NA,3.38
30487,1,43,1,1,3.01
30488,1,32,1,4,1.49
30489,1,36,3,4,5
30490,1,34,2,2,1.04
30491,1,20,4,3,0.75
30492,1,0,3,NA,1.91
30493,2,3,4,NA,0.11
30494,2,17,1,NA,NA
30495,1,85,3,4,1.27
30496,2,5,3,NA,NA
30497,2,24,3,4,3.83
30498,1,27,4,2,0.82
30499,1,25,3,4,4.45
30500,1,1,1,NA,2.62
30501,2,0,3,NA,5
30502,1,4,4,NA,0
30503,2,27,3,3,0.32
30504,2,15,4,NA,1.28
30505,2,12,3,NA,3.98
30506,2,2,4,NA,0.38
30507,2,9,3,NA,2.87
30508,2,0,1,NA,2.65
30509,2,21,1,2,3.6
30510,2,2,1,NA,0
30511,1,23,4,4,1.9
30512,1,38,4,3,1.83
30513,1,66,4,4,4.96
30514,1,39,5,4,1.71
30515,1,16,4,NA,1.47
30516,2,0,3,NA,1.47
30517,1,17,2,NA,0.97
30518,2,65,1,1,1.57
30519,2,49,5,4,2.56
30520,1,63,1,5,5
30521,1,26,4,4,3.48
30522,2,30,1,4,3.19
30523,2,8,3,NA,3.4
30524,1,68,3,2,1.28
30525,1,66,3,2,1.61
30526,1,43,3,5,5
30527,1,11,3,NA,5
30528,1,52,3,5,5
30529,2,48,3,5,4.62
30530,2,9,4,NA,NA
30531,2,73,3,4,5
30532,2,17,4,NA,2.72
30533,2,2,4,NA,0.56
30534,1,37,3,3,3.08
30535,1,5,3,NA,0.58
30536,2,40,3,5,4.62
30537,2,4,1,NA,0.78
30538,1,8,4,NA,1.03
30539,1,82,3,5,5
30540,2,1,4,NA,1.32
30541,2,5,1,NA,1.11
30542,1,17,1,NA,0.23
30543,1,1,4,NA,0.18
30544,2,5,1,NA,5
30545,1,3,4,NA,0.2
30546,1,25,2,3,2.67
30547,1,14,4,NA,0.52
30548,2,12,1,NA,1.17
30549,1,34,4,5,5
30550,2,5,4,NA,1.66
30551,2,7,4,NA,0.46
30552,1,20,3,3,3.45
30553,2,18,1,NA,1.9
30554,2,0,3,NA,2.23
30555,2,57,3,5,5
30556,1,41,3,4,3.98
30557,2,28,3,5,4.35
30558,1,3,4,NA,1.07
30559,1,1,3,NA,4.08
30560,2,18,2,NA,1.41
30561,1,18,4,NA,0.82
30562,2,49,3,5,4.98
30563,1,61,3,1,2.48
30564,1,18,1,NA,1.96
30565,2,43,4,2,0.87
30566,2,5,2,NA,0.73
30567,1,17,1,NA,0.78
30568,1,3,5,NA,3.04
30569,2,19,4,NA,1.84
30570,1,14,4,NA,1.44
30571,1,52,4,3,1.28
30572,1,4,4,NA,2.59
30573,2,11,1,NA,1.86
30574,1,39,1,4,2.28
30575,1,6,4,NA,0.38
30576,1,9,3,NA,5
30577,1,17,4,NA,1
30578,1,2,1,NA,0.34
30579,2,3,3,NA,0.52
30580,1,21,1,2,1.4
30581,2,0,4,NA,0.57
30582,1,12,1,NA,0.82
30583,1,16,1,NA,0.88
30584,2,59,3,5,3.44
30585,2,35,2,2,1.3
30586,1,17,1,NA,1.86
30587,2,19,3,NA,2.89
30588,1,51,4,4,5
30589,2,55,4,2,1.09
30590,1,20,3,4,0.08
30591,1,4,4,NA,1.4
30592,2,44,3,3,0.96
30593,2,1,3,NA,1.53
30594,1,43,4,2,1.55
30595,1,8,1,NA,0.82
30596,1,70,3,4,1.96
30597,1,65,4,2,1.8
30598,1,85,3,3,2.69
30599,2,2,1,NA,0.96
30600,2,0,4,NA,0.41
30601,2,1,4,NA,1.09
30602,2,13,4,NA,3.63
30603,1,39,3,4,5
30604,2,25,3,3,1.63
30605,2,70,1,1,0.66
30606,2,62,1,1,0.58
30607,1,5,1,NA,0.89
30608,1,7,1,NA,1.49
30609,2,24,3,4,5
30610,2,85,3,1,0.96
30611,2,5,4,NA,NA
30612,2,40,2,4,1.13
30613,2,14,1,NA,2.62
30614,1,0,5,NA,0.19
30615,1,78,1,1,0.83
30616,1,60,3,5,5
30617,2,25,4,5,5
30618,2,17,2,NA,0.46
30619,1,73,3,3,5
30620,2,0,1,NA,2.48
30621,1,18,3,NA,NA
30622,2,2,4,NA,0.14
30623,1,0,4,NA,0.76
30624,1,41,3,5,3.8
30625,2,65,1,1,5
30626,2,15,1,NA,0.9
30627,1,65,3,5,5
30628,2,23,3,5,1.67
30629,2,6,4,NA,4.18
30630,1,4,4,NA,0.18
30631,1,0,3,NA,1.33
30632,1,35,3,2,1.17
30633,2,9,3,NA,1.65
30634,2,25,1,5,4.99
30635,2,3,1,NA,0.65
30636,2,17,3,NA,NA
30637,2,34,3,3,2.67
30638,2,19,3,NA,0.02
30639,2,18,4,NA,2.95
30640,2,53,3,1,1.15
30641,2,57,1,1,1.36
30642,2,4,3,NA,1.91
30643,2,3,1,NA,2.43
30644,1,8,4,NA,1.72
30645,2,48,3,3,2
30646,2,81,3,1,1.56
30647,2,63,4,3,3.2
30648,1,2,5,NA,0.48
30649,1,1,3,NA,0.27
30650,2,18,1,NA,0.65
30651,2,26,3,4,1.2
