SEQN,RIAGENDR,RIDAGEYR,RIDRETH1,DMDEDUC2,INDFMPIR
28811,2,11,1,NA,5
28812,1,59,3,5,1
28813,2,29,4,4,3.22
28814,1,15,1,NA,3.28
28815,1,75,3,3,1.34
28816,2,68,1,1,1.34
28817,1,14,4,NA,NA
28818,1,21,1,1,1.78
28819,1,27,1,5,5
28820,1,29,1,1,2.68
28821,2,30,2,2,0
28822,2,26,1,4,5
28823,1,18,4,NA,0.46
28824,2,0,4,NA,0.55
28825,1,20,3,4,0.11
28826,1,14,4,NA,3.02
28827,1,2,1,NA,0.78
28828,1,75,3,4,1.74
28829,2,83,3,2,1.29
28830,1,45,2,3,0.82
28831,2,7,4,NA,0.19
28832,2,21,3,4,0.43
28833,1,49,3,3,NA
28834,1,5,4,NA,1.86
28835,1,78,4,3,2.06
28836,2,60,4,5,3.3
28837,2,40,1,4,1.16
28838,1,40,4,5,3.23
28839,2,60,3,3,2.24
28840,2,20,4,4,2.04
28841,1,16,4,NA,1.71
28842,1,64,3,4,5
28843,1,22,5,4,NA
28844,1,59,3,5,5
28845,1,12,3,NA,5
28846,2,64,3,5,1.32
28847,1,5,3,NA,2
28848,2,54,4,5,5
28849,1,85,1,2,2.15
28850,2,4,4,NA,0.91
28851,1,17,4,NA,NA
28852,2,43,3,4,0.98
28853,2,35,4,4,NA
28854,2,41,4,4,1.36
28855,2,31,4,4,4.12
28856,1,8,3,NA,2.61
28857,2,10,4,NA,2.32
28858,2,18,4,NA,5
28859,2,12,5,NA,2.62
28860,1,29,1,4,0.97
28861,1,26,4,4,1.34
28862,1,28,3,4,1.11
28863,2,37,4,4,1.62
28864,2,16,4,NA,1.11
28865,2,1,3,NA,2.95
28866,1,18,4,NA,2.28
28867,2,34,4,3,5
28868,2,39,3,5,5
28869,1,6,4,NA,0.78
28870,1,49,3,3,NA
28871,1,19,4,NA,1.6
28872,1,0,4,NA,1
28873,1,18,4,NA,4.37
28874,1,10,4,NA,1.31
28875,2,6,3,NA,1.03
28876,1,13,4,NA,0.4
28877,2,65,1,1,0.08
28878,1,30,1,3,1.6
28879,1,36,1,4,2.07
28880,2,19,3,NA,2.1
28881,1,56,3,3,0.83
28882,2,17,3,NA,0.98
28883,1,13,3,NA,1.22
28884,2,65,4,4,2.8
28885,2,6,3,NA,2.27
28886,2,80,3,4,0.87
28887,1,8,1,NA,0
28888,1,9,3,NA,1.23
28889,1,17,1,NA,1.77
28890,1,1,1,NA,1.64
28891,2,17,3,NA,4.35
28892,1,11,4,NA,1.33
28893,1,26,3,4,4.13
28894,2,85,4,1,0.53
28895,2,15,4,NA,3.66
28896,1,46,2,1,1.31
28897,1,28,3,4,5
28898,2,41,4,4,0.57
28899,1,32,3,4,1.65
28900,2,7,4,NA,NA
28901,2,0,1,NA,2.79
28902,1,9,1,NA,1.2
28903,2,62,1,2,0.97
28904,2,16,4,NA,0.38
28905,1,47,3,3,2.23
28906,2,44,3,3,5
28907,1,81,3,5,3.3
28908,1,50,4,3,2.72
28909,1,13,3,NA,3.71
28910,1,17,1,NA,1.67
28911,2,0,1,NA,3.93
28912,2,33,5,5,5
28913,2,57,3,4,5
28914,1,62,3,5,5
28915,2,35,3,5,5
28916,1,65,3,1,1.68
28917,1,67,3,2,1.28
28918,2,0,1,NA,NA
28919,1,61,3,4,5
28920,2,0,1,NA,0
28921,1,17,1,NA,0.56
28922,2,26,3,4,2.8
28923,2,23,4,4,0.17
28924,1,27,3,4,0.62
28925,2,9,1,NA,0.91
28926,2,0,1,NA,NA
28927,2,52,4,3,1.05
28928,1,41,3,2,0.67
28929,1,17,4,NA,5
28930,1,15,1,NA,0.23
28931,1,59,3,2,1.21
28932,2,31,1,2,1.46
28933,2,7,4,NA,0.23
28934,2,30,3,3,1.24
28935,1,83,3,5,5
28936,1,18,1,NA,2.55
28937,2,84,3,5,4.3
28938,1,45,1,5,4.21
28939,2,12,1,NA,2.79
28940,1,13,4,NA,5
28941,1,12,3,NA,0.51
28942,1,36,1,1,1.34
28943,2,13,1,NA,1.58
28944,1,40,4,3,2.78
28945,1,3,1,NA,2.04
28946,2,1,3,NA,1.91
28947,2,8,1,NA,2.64
28948,2,58,1,1,3.6
28949,2,1,1,NA,2.12
28950,1,13,3,NA,1.66
28951,1,65,1,1,1.07
28952,1,68,5,5,5
28953,2,14,3,NA,4.89
28954,1,47,4,3,3.9
28955,2,19,4,NA,0.88
28956,2,45,4,3,0.39
28957,1,3,3,NA,1.5
28958,2,28,3,5,2
28959,2,17,4,NA,0.74
28960,1,49,1,3,2.79
28961,1,31,4,2,NA
28962,1,85,3,4,NA
28963,1,2,4,NA,1.1
28964,2,0,1,NA,0.88
28965,2,8,3,NA,2.99
28966,1,70,1,3,1.34
28967,2,16,4,NA,1.22
28968,1,17,3,NA,1.05
28969,2,32,3,5,NA
28970,1,81,3,1,NA
28971,1,5,3,NA,NA
28972,1,18,3,NA,0
28973,1,28,3,4,5
28974,2,53,1,1,4.89
28975,2,6,3,NA,3.25
28976,2,0,1,NA,2.69
28977,2,18,3,NA,0
28978,2,63,3,4,2.15
28979,2,18,2,NA,0.66
28980,2,6,1,NA,1.02
28981,1,61,3,4,5
28982,2,37,3,3,1.6
28983,2,8,1,NA,2.23
28984,1,55,3,3,2.04
28985,2,32,1,4,1.39
28986,2,65,3,3,2.49
28987,2,42,3,3,4
28988,2,0,1,NA,5
28989,1,60,3,3,NA
28990,1,59,1,1,2.48
28991,2,45,4,4,1.6
28992,1,37,4,4,4.24
28993,1,10,4,NA,0.53
28994,1,26,4,4,1.34
28995,1,56,3,4,1.45
28996,1,0,3,NA,1.23
28997,2,0,2,NA,1.28
28998,2,59,3,4,3.55
28999,1,6,3,NA,5
29000,1,43,3,4,NA
29001,2,10,4,NA,0.1
29002,1,82,4,9,NA
29003,1,42,3,3,3.51
29004,2,7,4,NA,0.43
29005,1,12,1,NA,0.82
29006,2,27,1,1,1.58
29007,1,34,3,5,5
29008,1,79,1,1,NA
29009,1,6,4,NA,0.92
29010,1,15,3,NA,2.17
29011,2,19,3,NA,1.39
29012,2,51,4,2,2.34
29013,1,18,1,NA,0.05
29014,2,0,1,NA,2.56
29015,2,38,1,3,0.77
29016,1,14,4,NA,0.34
29017,2,0,1,NA,NA
29018,2,18,4,NA,3.86
29019,2,79,3,1,1.07
29020,1,76,3,3,2.8
29021,2,46,4,3,NA
29022,2,11,3,NA,2.27
29023,2,33,2,4,2.17
29024,1,85,3,3,3.34
29025,1,19,3,NA,1
29026,1,36,3,4,0.64
29027,2,9,3,NA,1.33
29028,2,55,4,4,5
29029,2,0,1,NA,0.32
29030,2,1,1,NA,0.43
29031,1,2,1,NA,0.83
29032,2,82,4,1,2.62
29033,1,33,3,2,1.67
29034,2,25,3,5,2.56
29035,1,16,4,NA,3.19
29036,2,85,3,2,2.62
29037,1,1,1,NA,1.02
29038,2,43,4,5,5
29039,2,19,4,NA,3.51
29040,2,13,1,NA,2.72
29041,1,6,4,NA,5
29042,1,9,1,NA,2.12
29043,1,28,1,1,2.68
29044,1,2,1,NA,1.59
29045,1,0,3,NA,0.68
29046,1,17,3,NA,0.72
29047,1,7,4,NA,2.17
29048,1,61,1,1,2.16
29049,2,7,4,NA,NA
29050,2,46,3,5,4.62
29051,1,65,1,4,4.95
29052,2,65,1,1,0.7
29053,2,15,3,NA,1.97
29054,2,44,1,1,3.93
29055,1,2,4,NA,0.18
29056,2,25,1,4,0.58
29057,2,3,4,NA,NA
29058,2,2,1,NA,1.16
29059,2,85,4,1,1.72
29060,2,57,2,5,5
29061,1,25,3,3,2.48
29062,1,13,3,NA,0.64
29063,1,10,4,NA,0.53
29064,2,17,3,NA,5
29065,1,12,1,NA,0.21
29066,1,9,4,NA,1.97
29067,1,32,4,4,NA
29068,2,39,3,3,3.34
29069,2,15,1,NA,0.5
29070,1,49,4,4,3.34
29071,2,55,3,3,1.65
29072,2,17,4,NA,4.91
29073,2,71,3,3,3.47
29074,2,13,3,NA,1.27
29075,2,13,1,NA,1.82
29076,2,40,3,2,NA
29077,2,0,1,NA,0
29078,2,1,4,NA,0.4
29079,2,85,1,1,0.83
29080,2,32,4,4,4.08
29081,2,81,3,3,2.97
29082,1,43,3,5,5
29083,2,63,5,3,1.22
29084,2,17,1,NA,1.09
29085,2,27,3,3,3.44
29086,2,73,1,1,1.09
29087,2,16,4,NA,0.83
29088,2,61,1,3,1.18
29089,2,16,4,NA,2.39
29090,2,60,4,3,1.22
29091,1,2,1,NA,1.46
29092,1,62,3,5,5
29093,1,0,1,NA,0.26
29094,2,19,4,NA,0.26
29095,1,32,3,5,5
29096,1,72,3,3,1.6
29097,1,48,3,3,1.61
29098,1,71,4,4,0.86
29099,1,1,3,NA,1.91
29100,1,37,5,2,0.05
29101,2,24,1,3,1.34
29102,1,5,1,NA,1.61
29103,1,75,5,1,0.46
29104,1,69,3,3,5
29105,1,16,1,NA,0
29106,2,35,3,3,NA
29107,1,46,3,3,0.93
29108,2,25,1,1,1.11
29109,1,63,3,3,1.29
29110,1,0,4,NA,0.64
29111,1,1,4,NA,0.41
29112,1,15,3,NA,0.95
29113,1,11,1,NA,2.32
29114,1,46,3,5,0.82
29115,2,52,3,5,5
29116,2,4,4,NA,0.33
29117,2,15,3,NA,4.54
29118,2,77,4,2,1.22
29119,1,45,1,5,5
29120,1,47,3,4,4.08
29121,2,72,1,2,3.96
29122,2,41,1,3,0.07
29123,2,4,4,NA,1.32
29124,2,22,1,1,0
29125,2,46,1,3,1.91
29126,2,2,4,NA,0.58
29127,1,85,3,3,5
29128,2,13,2,NA,4.13
29129,2,31,3,5,2.74
29130,2,5,4,NA,1.08
29131,2,38,3,5,5
29132,2,17,1,NA,5
29133,1,44,4,4,1.49
29134,1,53,5,3,3.38
29135,2,12,3,NA,1.4
29136,1,31,4,3,1.67
29137,2,1,4,NA,2.92
29138,2,9,4,NA,1.11
29139,1,11,4,NA,NA
29140,1,44,1,3,2.23
29141,1,3,4,NA,0.58
29142,2,12,4,NA,0.57
29143,1,85,3,2,5
29144,1,70,3,3,3.38
29145,2,12,4,NA,1.66
29146,1,32,3,4,3.22
29147,2,44,4,3,4.34
29148,1,2,4,NA,2.92
29149,1,4,3,NA,0.64
29150,2,62,1,1,0.89
29151,2,13,3,NA,0.89
29152,2,1,3,NA,2.65
29153,1,0,4,NA,0.24
29154,2,17,2,NA,2.17
29155,2,40,1,4,1.7
29156,1,60,3,5,5
29157,2,19,4,NA,1.86
29158,1,8,4,NA,0.33
29159,2,32,3,5,2.77
29160,2,9,3,NA,1.65
29161,1,46,3,4,1.36
29162,2,0,5,NA,3.26
29163,1,46,3,3,2.88
29164,2,84,4,1,1.16
29165,2,8,4,NA,0.58
29166,2,20,4,3,2.72
29167,2,80,3,3,5
29168,1,3,3,NA,2.39
29169,1,10,4,NA,3.53
29170,1,12,3,NA,3.51
29171,1,16,1,NA,1.44
29172,2,13,3,NA,2.91
29173,1,40,1,3,2.06
29174,2,47,1,4,NA
29175,2,52,4,4,4.95
29176,1,14,1,NA,1.52
29177,1,12,3,NA,2.03
29178,1,18,1,NA,1.64
29179,1,64,1,1,1.84
29180,2,10,4,NA,3.71
29181,2,10,3,NA,3.45
29182,2,19,2,NA,0.38
29183,1,40,4,2,1.49
29184,2,14,3,NA,3.09
29185,2,63,3,4,NA
29186,1,15,4,NA,1.82
29187,2,4,3,NA,0.57
29188,2,31,3,5,3.61
29189,2,45,3,3,1.52
29190,2,15,1,NA,1.27
29191,1,61,3,2,1.18
29192,2,80,3,5,4.83
29193,2,53,3,2,5
29194,1,1,3,NA,1.27
29195,1,72,3,3,1.61
29196,2,37,3,1,0.94
29197,2,29,3,4,2.08
29198,1,17,4,NA,1.59
29199,1,29,1,4,0.87
29200,1,65,4,3,3.2
29201,1,29,3,5,3.01
29202,1,25,1,3,1.13
29203,2,16,1,NA,1.62
29204,1,2,3,NA,2.55
29205,2,5,4,NA,0.52
29206,2,28,3,3,1.04
29207,2,53,4,3,1.92
29208,1,15,3,NA,3.93
29209,1,2,3,NA,NA
29210,2,1,3,NA,NA
29211,1,1,3,NA,1.05
29212,2,47,1,3,1.9
29213,2,19,3,NA,0.91
29214,1,85,4,2,1.66
29215,2,12,4,NA,1.41
29216,1,56,1,1,NA
29217,2,17,4,NA,0.78
29218,2,81,3,5,3.56
29219,2,17,4,NA,1.04
29220,1,4,4,NA,0
29221,1,6,1,NA,1.13
29222,2,13,4,NA,0.57
29223,2,60,1,1,4.54
29224,2,17,3,NA,5
29225,2,12,3,NA,0.86
29226,2,20,1,2,1.33
29227,1,71,4,1,1.47
29228,2,0,3,NA,0
29229,1,14,4,NA,1.72
29230,2,42,4,3,0.75
29231,2,4,2,NA,1.11
29232,1,60,4,1,1.82
29233,1,3,1,NA,0
29234,2,16,3,NA,5
29235,2,10,2,NA,2.72
29236,2,19,1,NA,1.59
29237,1,5,1,NA,2
29238,1,67,3,1,2.8
29239,2,10,1,NA,0.53
29240,1,23,3,3,5
29241,1,17,3,NA,2.65
29242,2,16,5,NA,2.62
29243,2,69,4,2,3.18
29244,2,66,1,2,2.17
29245,2,69,3,2,3.34
29246,1,12,4,NA,1.4
29247,1,2,1,NA,0.6
29248,1,19,4,NA,1.7
29249,1,71,3,3,1.24
29250,1,19,3,NA,3.22
29251,2,38,1,1,0.91
29252,1,77,4,2,2.69
29253,1,10,1,NA,2
29254,2,85,3,2,NA
29255,2,18,1,NA,0.79
29256,2,55,3,4,4.59
29257,1,15,1,NA,0.64
29258,2,18,1,NA,0.98
29259,1,42,4,3,0.64
29260,2,38,3,5,0.19
29261,1,76,3,2,1.18
29262,2,2,3,NA,0.06
29263,2,35,3,4,0.38
29264,1,0,1,NA,0.08
29265,2,8,3,NA,5
29266,2,10,3,NA,5
29267,1,12,4,NA,0.38
29268,2,81,3,4,1.4
29269,2,18,3,NA,5
29270,2,80,3,3,3
29271,1,51,3,3,1.52
29272,1,54,3,5,2.12
29273,1,11,4,NA,1.09
29274,2,9,1,NA,1.11
29275,2,45,4,4,5
29276,2,64,3,4,2.08
29277,2,46,3,3,1.09
29278,1,18,1,NA,1.58
29279,1,70,3,4,1.6
29280,1,27,4,3,NA
29281,1,56,3,3,0.09
29282,2,8,4,NA,0.96
29283,1,55,3,3,3.45
29284,2,3,4,NA,1.45
29285,1,16,4,NA,0.62
29286,2,62,3,3,1.92
29287,1,27,2,2,0.73
29288,1,17,3,NA,4.35
29289,2,8,1,NA,0.64
29290,2,8,3,NA,5
29291,2,12,3,NA,5
29292,1,15,4,NA,NA
29293,1,16,3,NA,5
29294,2,19,1,NA,0.4
29295,2,18,4,NA,0.89
29296,1,0,3,NA,5
29297,1,17,4,NA,1.86
29298,2,12,2,NA,1.39
29299,1,57,3,4,3.83
29300,2,7,1,NA,0.54
29301,2,11,4,NA,1.44
29302,1,34,1,3,2.62
29303,1,66,3,5,5
29304,2,10,2,NA,1.85
29305,1,0,3,NA,3.53
29306,1,4,4,NA,NA
29307,2,67,3,1,2.23
29308,2,7,5,NA,1.54
29309,1,78,4,1,2.06
29310,1,5,3,NA,1.08
29311,2,15,3,NA,3.24
29312,1,11,1,NA,4.21
29313,1,9,4,NA,1.76
29314,1,1,3,NA,1.54
29315,1,14,4,NA,1.68
29316,1,7,3,NA,2.92
29317,2,29,3,2,1.04
29318,1,55,3,3,4.96
29319,1,79,3,1,NA
29320,2,33,4,5,2.23
29321,2,85,3,3,2.04
29322,2,4,1,NA,2.05
29323,1,13,4,NA,4.03
29324,1,13,1,NA,0.33
29325,1,16,1,NA,1.11
29326,1,58,3,4,NA
29327,1,19,3,NA,NA
29328,2,0,3,NA,2.72
29329,2,32,3,4,0.67
29330,1,10,3,NA,0.28
29331,1,32,5,2,1.05
29332,2,25,3,2,3.52
29333,1,11,3,NA,1.98
29334,1,41,3,1,2.18
29335,1,18,3,NA,0.33
29336,1,0,4,NA,1.07
29337,1,1,1,NA,1.3
29338,1,53,4,2,4.45
29339,1,15,3,NA,3.4
29340,1,0,3,NA,0.3
29341,2,55,3,2,0.89
29342,2,63,2,4,2.48
29343,2,10,4,NA,4.3
29344,2,41,3,3,5
29345,1,14,3,NA,1.36
29346,1,0,4,NA,0.39
29347,2,28,3,5,3.33
29348,2,8,1,NA,0.83
29349,2,2,1,NA,1.57
29350,2,29,3,5,5
29351,1,19,3,NA,1.09
29352,1,79,4,4,1.56
29353,2,4,4,NA,0.38
29354,1,75,3,5,3.3
29355,1,35,1,1,0.86
29356,1,7,1,NA,1.59
29357,2,14,3,NA,5
29358,1,0,4,NA,3.25
29359,2,72,3,4,4.54
29360,1,6,1,NA,1.01
29361,2,15,5,NA,2.75
29362,2,8,1,NA,0.77
29363,2,75,1,1,1.22
29364,2,20,4,2,1.84
29365,2,70,1,2,5
29366,1,18,3,NA,0.77
29367,1,85,3,4,1.44
29368,1,34,3,3,1.72
29369,2,46,3,4,5
29370,1,75,3,5,0.95
29371,2,60,1,1,2.89
29372,1,1,4,NA,2.17
29373,1,37,4,4,2.03
29374,1,35,4,3,1.61
29375,1,19,3,NA,3.26
29376,1,13,4,NA,0.62
29377,1,6,3,NA,2.63
29378,2,53,3,3,NA
29379,2,69,3,3,2.09
29380,2,10,3,NA,5
29381,2,1,1,NA,0.62
29382,1,74,3,1,1.28
29383,2,13,5,NA,0.41
29384,1,16,1,NA,0.7
29385,2,43,4,4,4.9
29386,1,3,3,NA,0.64
29387,1,6,1,NA,1.24
29388,2,63,4,5,NA
29389,2,18,4,NA,4.4
29390,1,81,3,3,3.04
29391,2,9,1,NA,0.69
29392,1,23,2,3,2.58
29393,2,12,3,NA,3.51
29394,2,11,3,NA,1.27
29395,2,45,4,3,2.24
29396,2,5,3,NA,2.65
29397,2,17,4,NA,0.34
29398,2,15,4,NA,1.04
29399,1,13,1,NA,1.97
29400,2,2,1,NA,0.91
29401,1,31,1,2,1.67
29402,2,8,4,NA,1.41
29403,2,19,4,NA,0.43
29404,1,1,1,NA,5
29405,1,19,4,NA,0.4
29406,2,17,4,NA,0.66
29407,2,16,4,NA,1.18
29408,1,14,1,NA,1.39
29409,1,45,3,4,1.46
29410,1,15,1,NA,0.04
29411,1,85,3,1,1.67
29412,1,71,4,5,5
29413,1,64,3,5,NA
29414,2,4,5,NA,1.17
29415,2,19,3,NA,NA
29416,1,22,4,4,0.8
29417,1,8,3,NA,2.09
29418,2,21,4,3,0.29
29419,1,6,1,NA,0.59
29420,1,50,1,5,3.71
29421,2,14,3,NA,1.17
29422,2,19,4,NA,NA
29423,1,7,1,NA,1.02
29424,1,29,3,3,2.69
29425,2,13,1,NA,1.44
29426,1,33,3,3,1.91
29427,2,16,3,NA,2.62
29428,1,55,3,3,3.6
29429,1,18,1,NA,1.54
29430,2,29,1,2,1.53
29431,1,26,3,5,4.96
29432,1,10,3,NA,1.91
29433,1,8,3,NA,2.55
29434,1,32,3,5,2.15
29435,1,12,1,NA,2.49
29436,2,35,1,1,1.27
29437,2,0,1,NA,0.25
29438,2,14,3,NA,0.77
29439,2,12,1,NA,0.91
29440,2,23,3,5,2.48
29441,1,24,4,1,5
29442,1,17,4,NA,1.6
29443,1,15,4,NA,1.44
29444,2,13,3,NA,2.72
29445,2,16,1,NA,0.88
29446,2,15,1,NA,1.02
29447,1,0,1,NA,5
29448,1,71,1,1,0.64
29449,2,13,4,NA,1.2
29450,2,37,3,3,5
29451,2,39,3,3,1.25
29452,1,36,3,4,0.4
29453,2,18,4,NA,0.33
29454,1,0,4,NA,1.53
29455,2,62,1,2,1.84
29456,2,83,1,1,5
29457,2,13,1,NA,1.36
29458,2,13,1,NA,0.7
29459,1,8,1,NA,2.09
29460,2,12,4,NA,4.34
29461,2,24,3,3,NA
29462,2,18,4,NA,0.11
29463,2,71,3,4,4
29464,2,72,3,2,2.4
29465,1,9,5,NA,1.28
29466,2,47,2,5,3.71
29467,2,17,3,NA,2.77
29468,1,33,3,2,1.83
29469,1,7,1,NA,3.98
29470,1,56,1,3,2.08
29471,1,30,1,4,NA
29472,1,39,2,1,0.66
29473,2,41,5,2,0.95
29474,1,16,3,NA,4.62
29475,1,66,1,3,NA
29476,2,0,1,NA,0
29477,1,72,3,4,4.95
29478,1,27,1,1,1.36
29479,1,82,3,3,1.4
29480,2,56,1,2,3.01
29481,2,5,5,NA,0.92
29482,1,41,5,3,1.07
29483,2,30,3,5,5
29484,1,32,3,5,2.02
29485,1,60,4,4,0.56
29486,2,34,4,4,2.92
29487,2,7,5,NA,1.22
29488,2,37,4,5,3.45
29489,2,16,1,NA,1.44
29490,1,72,2,1,1.84
29491,2,35,3,5,5
29492,2,33,4,5,4.23
29493,2,13,4,NA,0.3
29494,1,32,3,3,1.21
29495,2,75,3,5,5
29496,1,48,1,5,4.79
29497,1,85,3,4,2
29498,2,13,1,NA,0.53
29499,1,3,4,NA,2.72
29500,2,4,4,NA,1.91
29501,2,0,3,NA,2.79
29502,2,37,4,2,0.65
29503,2,13,1,NA,4.28
29504,1,54,3,4,3.93
29505,1,21,2,1,NA
29506,1,70,3,4,2.48
29507,1,65,4,1,3.65
29508,1,4,1,NA,1.33
29509,2,15,4,NA,0.89
29510,1,0,3,NA,0.4
29511,2,14,4,NA,3.53
29512,1,40,1,3,NA
29513,2,48,3,4,3.93
29514,1,40,1,2,4.4
29515,2,0,3,NA,2.81
29516,1,2,1,NA,5
29517,2,39,4,5,NA
29518,2,76,3,2,NA
29519,1,40,1,5,1.83
29520,1,73,1,1,0.69
29521,1,85,4,1,3.56
29522,1,63,3,5,5
29523,2,81,3,3,NA
29524,1,85,3,4,5
29525,1,12,4,NA,3.91
29526,2,19,4,NA,NA
29527,2,16,1,NA,1.44
29528,2,67,1,1,1.38
29529,2,34,3,3,3.08
29530,2,65,3,4,1.82
29531,2,18,4,NA,4.27
29532,1,17,3,NA,0.95
29533,2,56,1,3,1.51
29534,2,70,3,5,5
29535,2,40,4,3,2.15
29536,2,65,4,2,2.78
29537,1,54,3,5,0.72
29538,2,31,1,1,0.28
29539,2,17,4,NA,0.1
29540,1,51,5,1,NA
29541,2,41,1,1,0.36
29542,2,26,4,2,0.1
29543,2,53,3,3,5
29544,2,70,5,4,5
29545,2,2,3,NA,1.82
29546,2,37,3,2,0
29547,1,28,3,4,2.48
29548,1,63,5,3,4.62
29549,2,14,1,NA,0.64
29550,2,5,3,NA,5
29551,2,79,3,2,1.02
29552,2,62,3,5,5
29553,2,16,3,NA,3.7
29554,2,53,2,4,2.72
29555,1,7,3,NA,4.47
29556,2,51,3,3,NA
29557,2,27,3,3,2.56
29558,2,19,4,NA,0.45
29559,2,20,4,2,NA
29560,1,17,4,NA,0.61
29561,2,23,4,2,0.38
29562,1,17,4,NA,2.92
29563,1,18,4,NA,0.07
29564,2,60,3,2,1.92
29565,2,17,4,NA,0.65
29566,2,32,3,4,0.89
29567,2,67,3,3,1.6
29568,1,13,1,NA,1.59
29569,2,15,1,NA,5
29570,1,50,3,4,5
29571,1,2,1,NA,0.64
29572,1,19,1,NA,4.77
29573,1,0,5,NA,1.3
29574,2,77,3,1,0.82
29575,2,41,1,1,1.67
29576,2,2,1,NA,1.64
29577,2,68,1,2,1.99
29578,1,85,3,3,2.23
29579,2,3,4,NA,2.34
29580,2,33,2,1,0.36
29581,1,18,3,NA,3.98
29582,1,11,5,NA,1.15
29583,2,12,4,NA,1.77
29584,1,74,3,1,3.71
29585,1,14,3,NA,2.98
29586,2,83,3,3,1.83
29587,1,20,1,2,0.45
29588,1,4,3,NA,3.25
29589,2,19,3,NA,3.51
29590,2,47,3,3,5
29591,1,20,3,3,4.47
29592,1,48,4,4,0.89
29593,2,59,3,5,5
29594,1,12,5,NA,0.96
29595,2,20,1,3,1.66
29596,1,10,3,NA,2.18
29597,1,30,3,4,1.07
29598,1,24,3,4,3.98
29599,2,8,4,NA,2.56
29600,1,65,4,4,NA
29601,2,13,1,NA,2.23
29602,2,72,1,1,3.86
29603,1,13,4,NA,1.47
29604,2,28,2,2,1.2
29605,1,55,5,5,5
29606,1,15,3,NA,4.88
29607,1,17,2,NA,1.6
29608,2,7,3,NA,0.95
29609,2,12,1,NA,1.39
29610,1,15,4,NA,1.53
29611,1,62,1,1,5
29612,2,39,3,5,5
29613,1,28,3,3,3.74
29614,1,22,1,3,0.06
29615,1,55,3,4,5
29616,2,36,4,2,0.24
29617,1,0,5,NA,2.48
29618,2,14,1,NA,2.12
29619,2,67,3,3,4.13
29620,2,19,4,NA,0.89
29621,1,73,4,4,1.64
29622,1,16,3,NA,4.77
29623,2,6,4,NA,NA
29624,2,51,3,3,1.76
29625,2,11,3,NA,3.71
29626,1,52,3,4,2.27
29627,1,77,3,2,1.24
29628,1,17,4,NA,1.6
29629,2,50,5,3,0.8
29630,1,14,3,NA,NA
29631,1,0,3,NA,0.41
29632,1,61,1,2,NA
29633,1,38,5,3,2.15
29634,2,27,3,4,0.96
29635,1,15,1,NA,1.57
29636,2,9,3,NA,2.39
29637,1,14,1,NA,0.59
29638,2,84,3,3,1.88
29639,2,60,4,2,0.96
29640,1,3,4,NA,0.39
29641,2,37,3,4,0.72
29642,1,52,1,4,0.33
29643,1,54,4,5,5
29644,1,1,1,NA,1.68
29645,2,1,3,NA,0.66
29646,2,14,1,NA,2.79
29647,1,43,3,4,5
29648,1,1,2,NA,3.15
29649,2,5,4,NA,2.15
29650,2,82,3,3,4.13
29651,1,26,3,4,5
29652,2,18,1,NA,0.64
29653,1,4,4,NA,0.9
29654,1,4,4,NA,0.9
29655,1,3,4,NA,0.19
29656,1,17,3,NA,2.99
29657,2,1,2,NA,NA
29658,1,16,4,NA,0.57
29659,1,6,2,NA,1.76
29660,2,35,3,3,2.36
29661,2,0,1,NA,0.54
29662,1,1,3,NA,1.18
29663,2,17,3,NA,5
29664,2,17,1,NA,4.35
29665,2,18,1,NA,3.19
29666,2,12,4,NA,2.92
29667,2,24,3,4,2.69
29668,2,77,3,3,4.95
29669,2,63,3,5,2.8
29670,1,85,3,4,2.06
29671,1,20,3,2,0.6
29672,1,38,2,3,0.86
29673,1,85,3,1,NA
29674,2,4,1,NA,5
29675,2,0,1,NA,0.96
29676,1,51,3,3,5
29677,1,54,3,4,1.09
29678,1,16,4,NA,0.39
29679,2,6,4,NA,0.64
29680,2,44,3,3,0.8
29681,2,17,4,NA,1.34
29682,2,46,1,1,2.09
29683,2,19,4,NA,1.06
29684,2,8,4,NA,0.41
29685,2,14,5,NA,0.97
29686,2,28,3,4,3.71
29687,1,8,4,NA,1.12
29688,2,17,4,NA,5
29689,1,7,2,NA,0.73
29690,2,85,3,4,1
29691,1,13,3,NA,2.27
29692,2,6,3,NA,3.51
29693,1,0,1,NA,NA
29694,2,18,3,NA,4.11
29695,1,7,4,NA,3.63
29696,2,13,4,NA,0.6
29697,1,12,4,NA,0.79
29698,1,54,2,3,5
29699,2,6,1,NA,1.01
29700,2,10,4,NA,5
29701,2,12,4,NA,1.04
29702,1,18,3,NA,NA
29703,1,54,3,4,5
29704,1,17,3,NA,5
29705,2,0,3,NA,NA
29706,1,0,2,NA,0.86
29707,2,7,4,NA,0.38
29708,2,57,3,4,5
29709,1,16,4,NA,0.96
29710,2,30,5,2,1.47
29711,1,32,1,2,0.99
29712,1,6,4,NA,0.18
29713,2,14,1,NA,1.16
29714,2,72,4,1,1.06
29715,2,11,4,NA,1.11
29716,2,73,3,1,1.16
29717,2,74,3,2,1.34
29718,2,7,4,NA,0.38
29719,1,68,3,4,2.1
29720,2,7,3,NA,2.39
29721,2,15,1,NA,1.97
29722,1,14,1,NA,1.63
29723,1,45,3,4,1.34
29724,1,55,3,3,4.95
29725,2,72,3,3,NA
29726,2,13,3,NA,2.7
29727,2,10,3,NA,2.65
29728,2,12,3,NA,5
29729,2,17,4,NA,1.01
